epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       238, 1462.178,    0.005,       0.00026058,       1.9194e-06,        0.0002625,        0.367,        0.494,        0.265,        0.483,        0.374,        0.343,        0.624,        0.483,        0.527,       0.0351,       0.00055118,       1.0228e-07,       0.00055128,        0.487,        0.719,        0.313,        0.687,          0.5,        0.478,         0.92,        0.699,        0.108,      0.00722
       239, 1468.616,    0.005,       0.00028401,       9.0746e-07,       0.00028492,        0.388,        0.516,        0.277,        0.516,        0.396,        0.355,        0.653,        0.504,        0.368,       0.0245,       0.00055042,       1.0421e-07,       0.00055053,        0.487,        0.718,        0.313,        0.686,        0.499,        0.478,        0.919,        0.699,        0.111,      0.00738
       240, 1474.771,    0.005,       0.00021702,       1.0437e-06,       0.00021806,        0.341,        0.451,         0.25,        0.445,        0.348,        0.321,        0.564,        0.443,        0.393,       0.0262,       0.00054877,       1.0156e-07,       0.00054887,        0.486,        0.717,        0.312,        0.685,        0.499,        0.477,        0.918,        0.698,        0.109,      0.00725
       241, 1481.343,    0.005,       0.00022029,        1.071e-06,       0.00022136,        0.346,        0.454,        0.266,        0.438,        0.352,        0.341,        0.557,        0.449,        0.385,       0.0257,       0.00054744,       1.0215e-07,       0.00054755,        0.486,        0.716,        0.312,        0.684,        0.498,        0.477,        0.917,        0.697,        0.109,      0.00728
       242, 1487.334,    0.005,       0.00020365,        3.694e-07,       0.00020402,        0.329,        0.437,        0.241,         0.43,        0.335,         0.31,        0.547,        0.429,        0.232,       0.0155,       0.00054708,       1.0222e-07,       0.00054718,        0.485,        0.716,        0.312,        0.684,        0.498,        0.476,        0.917,        0.696,        0.109,      0.00726
       243, 1493.034,    0.005,       0.00022215,       6.6486e-07,       0.00022281,        0.347,        0.456,        0.256,         0.45,        0.353,        0.328,        0.569,        0.448,        0.315,        0.021,       0.00054401,       1.0057e-07,       0.00054411,        0.484,        0.714,        0.311,        0.682,        0.496,        0.476,        0.914,        0.695,        0.107,      0.00716
       244, 1499.579,    0.005,       0.00024596,       1.3367e-06,        0.0002473,        0.366,         0.48,        0.292,        0.451,        0.371,        0.376,        0.577,        0.476,        0.453,       0.0302,       0.00054373,       1.0067e-07,       0.00054383,        0.484,        0.714,        0.311,        0.682,        0.497,        0.475,        0.914,        0.694,        0.107,      0.00714
       245, 1505.680,    0.005,         0.000238,       1.4116e-06,       0.00023942,        0.358,        0.472,        0.274,        0.454,        0.364,        0.351,        0.581,        0.466,        0.423,       0.0282,       0.00054228,       1.0005e-07,       0.00054238,        0.483,        0.713,         0.31,        0.682,        0.496,        0.473,        0.913,        0.693,        0.108,       0.0072
       246, 1511.645,    0.005,       0.00030142,       1.0075e-06,       0.00030242,        0.399,        0.532,        0.294,        0.518,        0.406,        0.381,        0.663,        0.522,        0.394,       0.0263,       0.00054031,       1.0041e-07,       0.00054041,        0.483,        0.712,         0.31,        0.681,        0.495,        0.473,        0.911,        0.692,         0.11,       0.0073
       247, 1517.919,    0.005,       0.00023467,       1.3601e-06,       0.00023603,         0.35,        0.469,        0.253,        0.461,        0.357,        0.329,         0.59,        0.459,        0.461,       0.0307,       0.00053966,       9.8764e-08,       0.00053976,        0.483,        0.711,        0.309,        0.681,        0.495,        0.472,        0.911,        0.691,        0.107,      0.00714
       248, 1524.193,    0.005,       0.00023383,       4.8423e-07,       0.00023431,        0.346,        0.468,        0.242,        0.465,        0.353,        0.313,        0.598,        0.456,        0.256,       0.0171,       0.00053886,       9.9292e-08,       0.00053896,        0.482,        0.711,        0.309,        0.681,        0.495,        0.472,         0.91,        0.691,        0.108,      0.00718
       249, 1530.628,    0.005,       0.00021746,       8.9484e-07,       0.00021836,        0.338,        0.452,        0.249,         0.44,        0.344,        0.316,        0.568,        0.442,        0.359,       0.0239,       0.00053828,       9.7706e-08,       0.00053838,        0.482,         0.71,        0.309,         0.68,        0.494,        0.472,         0.91,        0.691,        0.106,      0.00708
       250, 1536.836,    0.005,       0.00026249,       7.5583e-07,       0.00026325,        0.369,        0.496,        0.263,         0.49,        0.376,        0.338,         0.63,        0.484,         0.33,        0.022,       0.00053634,       9.9969e-08,       0.00053644,        0.481,        0.709,        0.309,        0.678,        0.493,        0.471,        0.908,        0.689,        0.109,      0.00728
       251, 1543.376,    0.005,       0.00030622,       8.9667e-07,       0.00030712,        0.402,        0.536,        0.282,         0.54,        0.411,        0.356,        0.686,        0.521,        0.346,       0.0231,       0.00053556,       9.8566e-08,       0.00053566,        0.481,        0.709,        0.308,        0.678,        0.493,         0.47,        0.907,        0.689,        0.107,      0.00711
       252, 1549.389,    0.005,       0.00024658,       6.3289e-07,       0.00024721,        0.363,        0.481,        0.262,        0.478,         0.37,        0.335,        0.606,        0.471,        0.291,       0.0194,       0.00053332,       9.6253e-08,       0.00053341,         0.48,        0.707,        0.308,        0.677,        0.492,         0.47,        0.905,        0.688,        0.105,        0.007
       253, 1555.498,    0.005,       0.00024625,       8.2434e-07,       0.00024708,        0.358,        0.481,        0.256,        0.475,        0.365,        0.325,        0.611,        0.468,        0.328,       0.0219,       0.00053103,       9.7116e-08,       0.00053113,        0.479,        0.706,        0.307,        0.675,        0.491,        0.468,        0.903,        0.686,        0.106,      0.00704
       254, 1562.142,    0.005,       0.00029995,       5.4857e-07,        0.0003005,        0.397,         0.53,        0.282,        0.528,        0.405,         0.36,        0.674,        0.517,        0.273,       0.0182,       0.00052922,       9.5247e-08,       0.00052932,        0.479,        0.704,        0.307,        0.675,        0.491,        0.468,        0.901,        0.685,        0.105,      0.00703
       255, 1569.014,    0.005,        0.0002409,       6.8604e-07,       0.00024158,        0.357,        0.475,        0.268,        0.458,        0.363,        0.347,        0.588,        0.468,        0.301,       0.0201,       0.00052795,       9.5428e-08,       0.00052804,        0.478,        0.704,        0.307,        0.673,         0.49,        0.468,          0.9,        0.684,        0.106,       0.0071
       256, 1575.435,    0.005,        0.0002149,       1.4553e-06,       0.00021635,        0.339,        0.449,        0.248,        0.443,        0.345,        0.318,        0.562,         0.44,        0.479,        0.032,       0.00052593,       9.3198e-08,       0.00052603,        0.477,        0.702,        0.306,        0.672,        0.489,        0.468,        0.898,        0.683,        0.104,       0.0069
       257, 1581.934,    0.005,       0.00022807,       1.4444e-06,       0.00022952,        0.341,        0.462,        0.244,        0.452,        0.348,        0.316,        0.587,        0.451,        0.498,       0.0332,       0.00052619,       9.5844e-08,       0.00052629,        0.477,        0.702,        0.305,        0.672,        0.489,        0.467,        0.899,        0.683,        0.106,      0.00704
       258, 1588.405,    0.005,        0.0002719,       2.0644e-06,       0.00027396,        0.368,        0.505,        0.251,        0.502,        0.376,        0.319,        0.656,        0.487,        0.522,       0.0348,       0.00052675,       9.7266e-08,       0.00052685,        0.476,        0.703,        0.305,        0.672,        0.488,        0.466,          0.9,        0.683,        0.106,      0.00709
       259, 1595.494,    0.005,       0.00030937,       2.5435e-06,       0.00031192,        0.391,        0.539,         0.28,        0.517,        0.399,        0.363,        0.687,        0.525,         0.61,       0.0407,       0.00052725,       9.6431e-08,       0.00052734,        0.476,        0.703,        0.305,        0.671,        0.488,        0.466,        0.901,        0.683,        0.105,      0.00701
       260, 1601.017,    0.005,       0.00024636,       8.1159e-07,       0.00024717,        0.363,        0.481,         0.26,         0.48,         0.37,        0.334,        0.607,         0.47,        0.304,       0.0202,       0.00052641,       9.5929e-08,        0.0005265,        0.476,        0.703,        0.305,        0.671,        0.488,        0.465,          0.9,        0.683,        0.105,      0.00698
